,0
5175,SAMN02225606
5176,SAMN02225607
5177,SAMN02225608
5178,SAMN02225609
5179,SAMN02225610
5180,SAMN05202575
5181,SAMN05202576
5182,SAMN14379813
5183,SAMN16294997
5184,SAMN16294998
5185,SAMN16294999
5186,SAMN16295012
5187,SAMN16295013
5188,SAMN16295014
5189,SAMN16427374
5190,SAMN16427378
5191,SAMN16427382
5192,SAMN16427386
5193,SAMN16427390
5194,SAMN16427394
5195,SAMN16427398
5196,SAMN18613997
5197,SAMN18613998
5198,SAMN18613999
5199,SAMN18614000
5200,SAMN18614001
5201,SAMN18614002
5202,SAMN18614003
5203,SAMN18614004
5204,SAMN18614005
5205,SAMN18614006
5206,SAMN18614007
5207,SAMN18614008
5208,SAMN18614009
5209,SAMN18614010
5210,SAMN18614011
5211,SAMN18614012
5212,SAMN18614013
5213,SAMN18614014
5214,SAMN18614015
5215,SAMN18614016
5216,SAMN18614017
5217,SAMN18614018
5218,SAMN18614019
5219,SAMN18614020
5220,SAMN20525556
5221,SAMN20525557
5222,SAMN20525650
5223,SAMN20525651
5224,SAMN21014840
5225,SAMN24104365
5226,SAMN24224858
5227,SAMN24224859
5228,SAMN24224860
5229,SAMN24224861
5230,SAMN24224862
5231,SAMN24224863
5232,SAMN24224864
5233,SAMN24224865
5234,SAMN24224866
5235,SAMN01832614
5236,SAMN02046336
5237,SAMN02046337
5238,SAMN02046342
5239,SAMN02046343
5240,SAMN02046344
5241,SAMN02046345
5242,SAMN02799146
5243,SAMN02799150
5244,SAMN02191990
5245,SAMN02191991
5246,SAMN02191992
5247,SAMN02191993
5248,SAMN02191994
5249,SAMN02191995
5250,SAMN02191996
5251,SAMN02191997
5252,SAMN02191998
5253,SAMN02191999
5254,SAMN02192000
5255,SAMN02192001
5256,SAMN02192002
5257,SAMN02192003
5258,SAMN02192004
5259,SAMN02192005
5260,SAMN02192006
5261,SAMN02192007
5262,SAMN02192008
5263,SAMN02192009
5264,SAMN02192010
5265,SAMN02192011
5266,SAMN02192012
5267,SAMN02192013
5268,SAMN02640338
5269,SAMN02640339
5270,SAMN02640340
5271,SAMN02640341
5272,SAMN02640342
5273,SAMN02640343
5274,SAMN02640344
5275,SAMN02640345
5276,SAMN02640346
5277,SAMN02640347
5278,SAMN02640348
5279,SAMN02640349
5280,SAMN02746729
5281,SAMN02746730
5282,SAMN02746731
5283,SAMN02746732
5284,SAMN02746733
5285,SAMN02746735
5286,SAMN02746737
5287,SAMN02746738
5288,SAMN02746739
5289,SAMN02746740
5290,SAMN02746741
5291,SAMN02746742
5292,SAMN02746743
5293,SAMN02746745
5294,SAMN02746751
5295,SAMN02746752
5296,SAMN02746755
5297,SAMN02746756
5298,SAMN02746757
5299,SAMN02746758
5300,SAMN02746760
5301,SAMN02746761
5302,SAMN02746762
5303,SAMN02746763
5304,SAMN02746764
5305,SAMN02746765
5306,SAMN02746766
5307,SAMN02746767
5308,SAMN02746789
5309,SAMN02746825
5310,SAMN02746956
5311,SAMN02776938
5312,SAMN02776943
5313,SAMN02776945
5314,SAMN02776946
5315,SAMN02776948
5316,SAMN02776949
5317,SAMN02776950
5318,SAMN02776951
5319,SAMN02776952
5320,SAMN02776953
5321,SAMN02776954
5322,SAMN02776955
5323,SAMN02776956
5324,SAMN02776957
5325,SAMN02776958
5326,SAMN03000708
5327,SAMN03000709
5328,SAMN03000710
5329,SAMN03000711
5330,SAMN03000712
5331,SAMN03000713
5332,SAMN03000714
5333,SAMN03000715
5334,SAMN03000716
5335,SAMN03000717
5336,SAMN03000718
5337,SAMN03000719
5338,SAMN03000720
5339,SAMN03000721
5340,SAMN05937014
5341,SAMN05937015
5342,SAMN05937016
5343,SAMN05937018
5344,SAMN05937019
5345,SAMN05937020
5346,SAMN05937021
5347,SAMN05937022
5348,SAMN05937023
5349,SAMN05937024
5350,SAMN05937025
5351,SAMN05937026
5352,SAMN07147960
5353,SAMN07147961
5354,SAMN07147962
5355,SAMN12172309
5356,SAMN14272024
5357,SAMN14272025
5358,SAMN14272026
5359,SAMN14272027
5360,SAMN14272028
5361,SAMN14272029
5362,SAMN14272030
5363,SAMN14272031
5364,SAMN14272043
5365,SAMN14272044
5366,SAMN14272045
5367,SAMN14277246
5368,SAMN14277278
5369,SAMN14277279
5370,SAMN14277280
5371,SAMN14277281
5372,SAMN14277282
5373,SAMN14277283
5374,SAMN14277284
5375,SAMN14277285
