Control/Treated,BioSample
,SAMN39205403
,SAMN39205401
,SAMN39205275
,SAMN39205399
,SAMN39205397
,SAMN39205395
,SAMN39205393
,SAMN39205391
,SAMN39205359
,SAMN39205357
,SAMN39205355
,SAMN39205353
,SAMN39205351
,SAMN39205347
,SAMN39205349
,SAMN39205345
,SAMN39205343
,SAMN39205563
,SAMN39205561
,SAMN39205291
,SAMN39205559
,SAMN39205557
,SAMN39205555
,SAMN39205553
,SAMN39205551
,SAMN39205547
,SAMN39205549
,SAMN39205545
,SAMN39205543
,SAMN39205541
,SAMN39205289
,SAMN39205539
,SAMN39205579
,SAMN39205537
,SAMN39205476
,SAMN39205475
,SAMN39205473
,SAMN39205468
,SAMN39205471
,SAMN39205467
,SAMN39205465
,SAMN39205463
,SAMN39205461
,SAMN39205281
,SAMN39205459
,SAMN39205457
,SAMN39205455
,SAMN39205453
,SAMN39205451
,SAMN39205387
,SAMN39205449
,SAMN39205389
,SAMN39205385
,SAMN39205383
,SAMN39205381
,SAMN39205273
,SAMN39205379
,SAMN39205377
,SAMN39205375
,SAMN39205373
,SAMN39205371
,SAMN39205367
,SAMN39205369
,SAMN39205365
,SAMN39205363
,SAMN39205361
,SAMN39205271
,SAMN39205341
,SAMN39205269
,SAMN39205339
,SAMN39205337
,SAMN39205335
,SAMN39205333
,SAMN39205331
,SAMN39205327
,SAMN39205329
,SAMN39205325
,SAMN39205323
,SAMN39205321
,SAMN39205267
,SAMN39205319
,SAMN39205317
,SAMN39205315
,SAMN39205535
,SAMN39205533
,SAMN39205531
,SAMN39205529
,SAMN39205527
,SAMN39205525
,SAMN39205523
,SAMN39205521
,SAMN39205287
,SAMN39205519
,SAMN39205517
,SAMN39205515
,SAMN39205513
,SAMN39205511
,SAMN39205509
,SAMN39205507
,SAMN39205447
,SAMN39205445
,SAMN39205443
,SAMN39205441
,SAMN39205279
,SAMN39205439
,SAMN39205437
,SAMN39205435
,SAMN39205433
,SAMN39205431
,SAMN39205427
,SAMN39205429
,SAMN39205425
,SAMN39205477
,SAMN39205423
,SAMN39205469
,SAMN39205421
,SAMN39205277
,SAMN35718263
,SAMN35718262
,SAMN35718261
,SAMN35718260
,SAMN35718259
,SAMN35718258
,SAMN35718257
,SAMN35718256
,SAMN35718255
,SAMN35737265
,SAMN35737264
,SAMN35737263
,SAMN35737262
,SAMN35737261
,SAMN35737260
,SAMN35737259
,SAMN35737258
,SAMN35737267
,SAMN35737266
,SAMN35737257
,SAMN35737256
,SAMN39060809
,SAMN39060809
,SAMN39060809
,SAMN39060809
,SAMN39060809
,SAMN39060809
,SAMN39060809
,SAMN39060809
,SAMN39060809
,SAMN38912917
,SAMN38912916
,SAMN38912915
,SAMN38912914
,SAMN38912912
,SAMN38912911
,SAMN38912910
,SAMN38912918
,SAMN38912909
,SAMN38912908
,SAMD00182779
,SAMD00182780
,SAMD00182781
,SAMD00182782
,SAMD00182783
,SAMD00182784
,SAMD00182785
,SAMD00182786
,SAMD00182787
,SAMD00182788
,SAMD00182789
,SAMD00182790
,SAMN38863272
,SAMN37420863
,SAMN37420863
,SAMN37420863
,SAMN37420863
,SAMN37420853
,SAMN37420853
,SAMN37420853
,SAMN37420853
,SAMN37420865
,SAMN37420865
,SAMN37420865
,SAMN37420865
,SAMN37420864
,SAMN37420864
,SAMN37420864
,SAMN37420864
,SAMN37420863
,SAMN37420863
,SAMN37420853
,SAMN37420853
,SAMN37422331
,SAMN37422331
,SAMN37422331
,SAMN37422331
,SAMN37422330
,SAMN37422330
,SAMN37422330
,SAMN37422361
,SAMN37422361
,SAMN37422361
,SAMN37422361
,SAMN37422330
,SAMN37422361
,SAMN37422361
,SAMN37422332
,SAMN37422332
,SAMN37422332
,SAMN37422332
,SAMN37422332
,SAMN37422332
,SAMN37422331
,SAMN37422331
,SAMN37422330
,SAMN37422330
,SAMN09566737
,SAMN09566738
,SAMN09566737
,SAMN09566737
,SAMN09566738
,SAMN09566738
con,SAMN09730129
con,SAMN09730130
stress,SAMN09730127
stress,SAMN09730128
con,SAMN09730125
con,SAMN09730126
con,SAMN09730123
con,SAMN09730124
,SAMN09730121
,SAMN09730122
,SAMN09730119
,SAMN09730120
,SAMN05223306
,SAMN05223307
,SAMN05223308
,SAMN05223309
,SAMN05223310
,SAMN05223311
,SAMN05223294
,SAMN05223295
,SAMN05223296
,SAMN05223297
,SAMN05223298
,SAMN05223299
,SAMN05223300
,SAMN05223301
,SAMN05223302
,SAMN05223303
,SAMN05223304
,SAMN05223305
,SAMN05258394
,SAMN05258394
,SAMN05258394
,SAMN05258394
,SAMN05258394
,SAMN05258395
,SAMN05258395
,SAMN05258395
,SAMN05258395
,SAMN05258395
,SAMN05258396
,SAMN05258396
,SAMN05258396
,SAMN05258396
,SAMN05258396
,SAMN05258397
,SAMN05258397
,SAMN05258397
,SAMN05258397
,SAMN05258397
,SAMN05258398
,SAMN05258398
,SAMN05258398
,SAMN05258398
,SAMN05258398
,SAMN05258399
,SAMN05258399
,SAMN05258399
,SAMN05258399
,SAMN05258399
,SAMN05258400
,SAMN05258400
,SAMN05258400
,SAMN05258400
,SAMN05258400
,SAMN05258401
,SAMN05258401
,SAMN05258401
,SAMN05258401
,SAMN05258401
,SAMN05258402
,SAMN05258402
,SAMN05258402
,SAMN05258402
,SAMN05258402
,SAMN05258403
,SAMN05258403
,SAMN05258403
,SAMN05258403
,SAMN05258403
,SAMN10782709
,SAMN10782688
,SAMN10782655
,SAMN10782660
,SAMN10782642
,SAMN10782654
,SAMN10782664
,SAMN10782665
,SAMN10782662
,SAMN10782663
,SAMN14752214
,SAMN14752213
,SAMN14752212
,SAMN14752211
,SAMN14752210
,SAMN14752209
,SAMN14752208
,SAMN14752207
,SAMN14752216
,SAMN14752215
,SAMN14752206
,SAMN14752205
,SAMN14752290
,SAMN14752289
,SAMN14752288
,SAMN14752287
,SAMN14752286
,SAMN14752285
,SAMN14752284
,SAMN14752283
,SAMN14752292
,SAMN14752291
,SAMN14752282
,SAMN14752281
,SAMN14766567
,SAMN14766566
,SAMN14766565
,SAMN14766564
,SAMN03173245
,SAMN03173245
con,SAMN03173246
con,SAMN03173246
,SAMN03173247
,SAMN03173247
con,SAMN03173248
con,SAMN03173248
,SAMN03169132
,SAMN03169133
,SAMN03169134
,SAMN03169135
,SAMN03169136
,SAMN03169137
,SAMN03169138
,SAMN03169139
,SAMN03169140
,SAMN03169141
,SAMN03169142
,SAMN03169143
,SAMN03169144
,SAMN03169145
,SAMN03169146
,SAMN03169147
,SAMN03169148
,SAMN03169149
,SAMN03169150
,SAMN03169151
,SAMN03169152
,SAMN03169153
,SAMN03169154
,SAMN03169155
,SAMN03169156
,SAMN03169157
,SAMN03169158
,SAMN03169159
,SAMN03169160
,SAMN03169161
,SAMN03299425
,SAMN10754495
,SAMN10754495
,SAMN10754495
,SAMN10754495
,SAMN10754495
,SAMN10754495
con,SAMN10740389
con,SAMN10740388
stress,SAMN10740391
con,SAMN10740390
stress,SAMN10740393
stress,SAMN10740392
stress,SAMN10740395
stress,SAMN10740394
stress,SAMN10740397
stress,SAMN10740396
stress,SAMN10740401
stress,SAMN10740400
stress,SAMN10740399
stress,SAMN10740398
stress,SAMN10740405
stress,SAMN10740404
stress,SAMN10740403
stress,SAMN10740402
stress,SAMN10721140
stress,SAMN10721141
stress,SAMN10721142
stress,SAMN10721143
stress,SAMN10721136
stress,SAMN10721137
stress,SAMN10721138
stress,SAMN10721139
stress,SAMN10721144
stress,SAMN10721145
con,SAMN10721179
stress,SAMN10721174
stress,SAMN10721175
stress,SAMN10721172
stress,SAMN10721173
stress,SAMN10721170
stress,SAMN10721171
stress,SAMN10721168
stress,SAMN10721169
stress,SAMN10721166
stress,SAMN10721167
stress,SAMN10721146
stress,SAMN10721147
stress,SAMN10721148
stress,SAMN10721149
stress,SAMN10721150
stress,SAMN10721151
stress,SAMN10721152
stress,SAMN10721153
con,SAMN10721154
con,SAMN10721155
con,SAMN10721182
con,SAMN10721178
con,SAMN10721181
con,SAMN10721177
con,SAMN10721180
stress,SAMN10721165
stress,SAMN10721164
stress,SAMN10721161
stress,SAMN10721160
stress,SAMN10721163
stress,SAMN10721162
con,SAMN10721157
con,SAMN10721156
stress,SAMN10721159
con,SAMN10721158
stress,SAMN10721176
con,SAMN14642773
con,SAMN14642772
con,SAMN14642771
,SAMN14642779
,SAMN14642778
,SAMN14642777
,SAMN14642776
,SAMN14642775
,SAMN14642774
,SAMN14614952
,SAMN14614951
,SAMN14614950
,SAMN14614949
con,SAMN14614948
con,SAMN14614947
con,SAMN14614946
con,SAMN14614945
,SAMN14614957
,SAMN14614956
,SAMN14614955
,SAMN14614954
,SAMN14614953
con,SAMN14614944
con,SAMN14614943
,SAMN03274362
,SAMN03274363
,SAMN03274364
,SAMN03274465
,SAMN03274471
,SAMN03274472
,SAMN03274486
,SAMN03274475
,SAMN03274488
,SAMN03274479
,SAMN03274495
,SAMN03274498
,SAMN03274480
,SAMN03274482
,SAMN03274481
,SAMN03274497
,SAMN03274474
,SAMN03275399
,SAMN03275422
,SAMN03275425
,SAMN03083677
,SAMN03083677
,SAMN03083678
,SAMN03083678
,SAMN03083680
,SAMN03083685
,SAMN10509244
,SAMN10509246
,SAMN10509251
,SAMN10509245
,SAMN10509247
,SAMN03281023
,SAMN03281024
,SAMN03278697
,SAMN03278698
,SAMN03278699
,SAMN03278700
,SAMN10502533
,SAMN10502533
,SAMN10502532
,SAMN10502533
,SAMN10502532
,SAMN10502532
,SAMN10502533
,SAMN10502532
,SAMN10502532
,SAMN10502533
,SAMN10502532
,SAMN10502533
,SAMN10588604
,SAMN10588623
,SAMN10588624
,SAMN10588620
,SAMN10588619
,SAMN10588612
,SAMN10588611
,SAMN10588610
,SAMN10588609
,SAMN10588616
,SAMN10588615
,SAMN10588614
,SAMN10588613
,SAMN10588621
,SAMN10588618
,SAMN10588617
,SAMN10588622
,SAMN10588597
,SAMN10588598
,SAMN10588591
,SAMN10588592
,SAMN10588589
,SAMN10588590
,SAMN10588595
,SAMN10588607
,SAMN10588608
,SAMN10588601
,SAMN10588602
,SAMN10588599
,SAMN10588600
,SAMN10588605
,SAMN10588606
,SAMN10588603
,SAMN10588596
,SAMN10588593
,SAMN10588594
,SAMN10581428
,SAMN10581538
,SAMN10581537
,SAMN10581536
,SAMN10581535
,SAMN10581534
,SAMN10581533
,SAMN10581532
,SAMN10581530
,SAMN10581529
stress,SAMN14574496
stress,SAMN14574495
con,SAMN14574494
con,SAMN14574493
con,SAMN14574492
con,SAMN14574491
stress,SAMN14574490
stress,SAMN14574489
con,SAMN14574502
con,SAMN14574501
con,SAMN14574500
con,SAMN14574499
stress,SAMN14574498
stress,SAMN14574497
stress,SAMN14574488
stress,SAMN14574487
,SAMN12172108
,SAMN12172107
,SAMN12172106
,SAMN12172105
,SAMN12172104
,SAMN12172103
,SAMN12172309
,SAMN14785099
,SAMN14785099
,SAMN14786294
,SAMN14786293
,SAMN14786292
,SAMN14786291
,SAMN14786290
,SAMN14786289
,SAMN03014458
,SAMN03014459
,SAMN03014460
,SAMN03014461
,SAMN03014462
,SAMN03014463
,SAMN03014464
,SAMN03014465
,SAMN03014466
,SAMN03014467
,SAMN03014468
,SAMN03014469
,SAMN03014470
,SAMN03014471
,SAMN03014472
,SAMN03014473
,SAMN03014474
,SAMN03014475
,SAMN03014476
,SAMN03014477
,SAMN03014478
,SAMN03014479
,SAMN03014480
,SAMN03014481
,SAMN03003437
,SAMN03003437
,SAMN03003437
,SAMN03003437
,SAMN03003437
,SAMN03003437
,SAMN03003437
,SAMN03003437
,SAMN03003437
,SAMN03003437
,SAMN03003437
,SAMN03003437
,SAMN03003437
,SAMN03003437
,SAMN03003437
,SAMN03003437
,SAMN03003437
,SAMN03003437
,SAMN03003437
,SAMN03003437
,SAMN03003437
,SAMN03003437
,SAMN03003437
,SAMN03003437
,SAMN03003437
,SAMN03003437
,SAMN03003437
,SAMN03003437
,SAMN03003437
,SAMN03003437
,SAMN03003042
,SAMN03003042
,SAMN03003042
,SAMN05202575
,SAMN05202576
,SAMN05207283
,SAMN05207283
,SAMN05207283
,SAMN05207283
,SAMN05207283
,SAMN05207283
,SAMN05207283
,SAMN05207283
,SAMN05207283
,SAMN09513451
,SAMN09513439
,SAMN09513475
,SAMN09513463
,SAMN09513498
,SAMN09513487
,SAMN09513511
,SAMN09513452
,SAMN09513440
,SAMN09513428
,SAMN09513398
,SAMN09513387
,SAMN09513375
,SAMN09513363
,SAMN09513339
,SAMN09513338
,SAMN09513350
,SAMN09513351
,SAMN09513408
,SAMN09513421
,SAMN09513386
,SAMN09513397
,SAMN09513374
,SAMN09513352
,SAMN09513410
,SAMN09513362
,SAMN09513422
,SAMN09513340
,SAMN09513423
,SAMN09513411
,SAMN09513460
,SAMN09513364
,SAMN09513376
,SAMN09513448
,SAMN09513388
,SAMN09513399
,SAMN09513412
,SAMN09513409
,SAMN09513424
,SAMN09513436
,SAMN09513467
,SAMN09513479
,SAMN09513504
,SAMN09513514
,SAMN09513431
,SAMN09513443
,SAMN09513502
,SAMN09513455
,SAMN09513515
,SAMN09513432
,SAMN09513430
,SAMN09513500
,SAMN09513489
,SAMN09513478
,SAMN09513513
,SAMN09513466
,SAMN09513453
,SAMN09513442
,SAMN09513501
,SAMN09513330
,SAMN09513342
,SAMN09513354
,SAMN09513490
,SAMN09513378
,SAMN09513390
,SAMN09513401
,SAMN09513414
,SAMN09513331
,SAMN09513343
,SAMN09513355
,SAMN09513470
,SAMN09513482
,SAMN09513458
,SAMN09513517
,SAMN09513434
,SAMN09513446
,SAMN09513492
,SAMN09513505
,SAMN09513469
,SAMN09513481
,SAMN09513368
,SAMN09513332
,SAMN09513415
,SAMN09513380
,SAMN09513356
,SAMN09513344
,SAMN09513379
,SAMN09513367
,SAMN09513402
,SAMN09513391
,SAMN09513457
,SAMN09513445
,SAMN09513503
,SAMN09513433
,SAMN09513516
,SAMN09513456
,SAMN09513491
,SAMN09513444
,SAMN09513480
,SAMN09513468
,SAMN09513393
,SAMN09513369
,SAMN09513381
,SAMN09513345
,SAMN09513404
,SAMN09513357
,SAMN09513416
,SAMN09513333
,SAMN09513392
,SAMN09513510
,SAMN09513427
,SAMN09513509
,SAMN09513403
,SAMN09513426
,SAMN09513438
,SAMN09513450
,SAMN09513462
,SAMN09513474
,SAMN09513486
,SAMN09513497
,SAMN09513353
,SAMN09513365
,SAMN09513389
,SAMN09513329
,SAMN09513366
,SAMN09513377
,SAMN09513461
,SAMN09513341
,SAMN09513400
,SAMN09513413
,SAMN09513418
,SAMN09513358
,SAMN09513346
,SAMN09513335
,SAMN09513334
,SAMN09513417
,SAMN09513405
,SAMN09513394
,SAMN09513370
,SAMN09513473
,SAMN09513449
,SAMN09513382
,SAMN09513437
,SAMN09513425
,SAMN09513508
,SAMN09513495
,SAMN09513484
,SAMN09513472
,SAMN09513496
,SAMN09513485
,SAMN09513507
,SAMN09513494
,SAMN09513483
,SAMN09513471
,SAMN09513459
,SAMN09513447
,SAMN09513435
,SAMN09513518
,SAMN09513506
,SAMN09513493
,SAMN09513406
,SAMN09513419
,SAMN09513336
,SAMN09513348
,SAMN09513347
,SAMN09513359
,SAMN09513383
,SAMN09513360
,SAMN09513372
,SAMN09513371
,SAMN09513488
,SAMN09513499
,SAMN09513464
,SAMN09513476
,SAMN09513454
,SAMN09513512
,SAMN09513429
,SAMN09513441
,SAMN09513465
,SAMN09513477
,SAMN09513395
,SAMN09513384
,SAMN09513407
,SAMN09513349
,SAMN09513337
,SAMN09513420
,SAMN09513373
,SAMN09513361
,SAMN09513396
,SAMN09513385
,SAMN10169601
,SAMN10169602
,SAMN10169603
,SAMN09466637
,SAMN10476539
,SAMN10476544
,SAMN10476543
,SAMN10476542
,SAMN10476541
,SAMN10476540
,SAMN02902471
,SAMN02902472
,SAMN02902473
,SAMN02902474
,SAMN02902475
,SAMN02902476
,SAMN02902477
,SAMN02902478
,SAMN02902479
,SAMN02902480
,SAMN02902481
,SAMN02902482
,SAMN02902483
,SAMN02902484
,SAMN02902485
,SAMN02902486
,SAMN03003058
,SAMN03003058
,SAMN03003058
,SAMN03003058
,SAMN03003058
,SAMN03003058
,SAMN03003058
,SAMN03003058
,SAMN03003058
,SAMN03003058
,SAMN03003058
,SAMN03003058
,SAMN03003058
,SAMN03003058
,SAMN03003058
,SAMN03003058
,SAMN03003058
,SAMN03003058
,SAMN05291176
,SAMN10395145
,SAMN10395145
,SAMN09064557
,SAMN09064558
,SAMN09064559
,SAMN09690618
,SAMN09690617
,SAMN09690609
,SAMN09690610
,SAMN09690611
,SAMN09690612
,SAMN09690614
,SAMN09690615
,SAMN09690616
,SAMN09690627
,SAMN09690628
,SAMN09690623
,SAMN09690624
,SAMN09690625
,SAMN09690626
,SAMN09690619
,SAMN09690620
,SAMN09690621
,SAMN09690622
,SAMN09690613
,SAMN05076085
,SAMN05076321
con,SAMN05150267
con,SAMN05150268
,SAMN05076343
,SAMN05076349
,SAMN05150259
,SAMN05150261
con,SAMN05150262
con,SAMN05150263
con,SAMN05150264
con,SAMN05150266
,SAMN03274468
,SAMN03274469
,SAMN03274470
,SAMN03274467
,SAMN03274466
,SAMN03274489
,SAMN03274485
,SAMN03274484
,SAMN03274490
,SAMN03274473
,SAMN03274483
,SAMN03274500
,SAMN03274491
,SAMN03274493
,SAMN03274499
,SAMN03274478
,SAMN03274487
,SAMN03274476
,SAMN03274492
,SAMN03274477
,SAMN03274494
,SAMN03274496
,SAMN03275431
,SAMN03275417
,SAMN03275428
,SAMN03275409
,SAMN03275436
,SAMN03275384
stress,SAMN12099652
stress,SAMN12099651
,SAMN12099650
stress,SAMN12099671
stress,SAMN12099670
stress,SAMN12099669
,SAMN12099668
stress,SAMN12099667
stress,SAMN12099666
stress,SAMN12099665
stress,SAMN12099664
stress,SAMN12099673
stress,SAMN12099672
stress,SAMN12099654
stress,SAMN12099679
,SAMN12099680
stress,SAMN12099684
stress,SAMN12099660
stress,SAMN12099681
stress,SAMN12099676
stress,SAMN12099677
,SAMN12099674
stress,SAMN12099675
stress,SAMN12099655
,SAMN12099656
stress,SAMN12099657
stress,SAMN12099658
stress,SAMN12099659
stress,SAMN12099661
,SAMN12099662
stress,SAMN12099663
stress,SAMN12099678
stress,SAMN12099685
stress,SAMN12099682
stress,SAMN12099683
stress,SAMN12099653
,SAMN03083679
,SAMN03083679
,SAMN03083680
,SAMN03083681
,SAMN03083681
,SAMN03083682
,SAMN03083682
,SAMN03083683
,SAMN03083683
,SAMN03083684
,SAMN03083684
,SAMN03083685
con,SAMN05327832
stress,SAMN05327841
stress,SAMN05327842
con,SAMN05327843
con,SAMN05327844
con,SAMN05327845
stress,SAMN05327846
stress,SAMN05327847
stress,SAMN05327848
stress,SAMN05327849
stress,SAMN05327850
con,SAMN05327833
stress,SAMN05327851
stress,SAMN05327852
stress,SAMN05327853
stress,SAMN05327854
stress,SAMN05327834
stress,SAMN05327835
stress,SAMN05327836
stress,SAMN05327837
stress,SAMN05327838
stress,SAMN05327839
stress,SAMN05327840
,SAMN04932637
,SAMN04932638
,SAMN04932639
,SAMN04932637
,SAMN04932638
,SAMN04932639
,SAMN04932637
,SAMN04932638
,SAMN04932639
,SAMN04932640
,SAMN04932641
,SAMN04932642
,SAMN04932640
,SAMN04932641
,SAMN04932642
,SAMN04932640
,SAMN04932641
,SAMN04932642
con,SAMN04932643
con,SAMN04932644
con,SAMN04932645
con,SAMN04932643
con,SAMN04932644
con,SAMN04932645
con,SAMN04932643
con,SAMN04932644
con,SAMN04932645
,SAMN04932646
,SAMN04932647
,SAMN04932648
,SAMN04932646
,SAMN04932647
,SAMN04932648
,SAMN04932646
,SAMN04932647
,SAMN04932648
con,SAMN02944889
con,SAMN02944890
con,SAMN02944891
con,SAMN02944892
con,SAMN02944893
con,SAMN02944894
,SAMN02944895
,SAMN02944896
,SAMN02944897
,SAMN02944898
,SAMN02944899
,SAMN02944900
,SAMN03000708
,SAMN03000709
,SAMN03000710
,SAMN03000711
,SAMN03000712
,SAMN03000713
,SAMN03000714
,SAMN03000715
,SAMN03000716
,SAMN03000717
,SAMN03000718
,SAMN03000719
,SAMN03000720
,SAMN03000721
,SAMD00117541
,SAMD00117542
,SAMD00117543
,SAMD00117544
,SAMD00117545
,SAMD00117546
,SAMD00117547
,SAMD00117548
,SAMD00117549
,SAMD00117550
,SAMD00117551
,SAMD00117552
,SAMN10509248
,SAMN10509249
,SAMN10509250
,SAMN10509252
,SAMN10509253
,SAMN10509259
,SAMN10509255
,SAMN10509258
,SAMN10509254
,SAMN10509260
,SAMN12210913
,SAMN12210912
,SAMN12210911
,SAMN12158006
,SAMN12158005
,SAMN12158002
,SAMN12158001
,SAMN12158004
,SAMN12158003
,SAMN12157998
,SAMN12157997
,SAMN12158000
,SAMN12157999
,SAMN12158014
,SAMN12158013
,SAMN12158012
,SAMN12158011
,SAMN12158010
,SAMN12158009
,SAMN12158008
,SAMN12158007
,SAMN12100661
stress,SAMN12100662
stress,SAMN12100665
stress,SAMN12100666
stress,SAMN12100660
stress,SAMN12100659
stress,SAMN12100652
stress,SAMN12100651
stress,SAMN12100654
stress,SAMN12100653
stress,SAMN12100656
,SAMN12100655
stress,SAMN12100658
stress,SAMN12100657
stress,SAMN12100639
stress,SAMN12100640
,SAMN12100631
stress,SAMN12100632
stress,SAMN12100633
stress,SAMN12100634
stress,SAMN12100635
stress,SAMN12100636
,SAMN12100637
stress,SAMN12100638
,SAMN12100649
stress,SAMN12100650
stress,SAMN12100645
stress,SAMN12100646
stress,SAMN12100647
stress,SAMN12100648
stress,SAMN12100641
stress,SAMN12100642
,SAMN12100643
stress,SAMN12100644
stress,SAMN12100663
stress,SAMN12100664
con,SAMN14604352
con,SAMN14604351
,SAMN14604360
con,SAMN14604359
con,SAMN14604358
con,SAMN14604357
,SAMN14604356
,SAMN14604355
,SAMN14604354
con,SAMN14604353
,SAMN14604362
,SAMN14604361
con,SAMN09721192
con,SAMN09721190
,SAMN09721196
con,SAMN09721194
,SAMN09721200
,SAMN09721198
,SAMN09721532
,SAMN09721531
,SAMN09721530
,SAMN09721529
,SAMN09721528
,SAMN09721527
,SAMN09721526
,SAMN09721525
,SAMN09721524
stress,SAMN09714957
stress,SAMN09714957
,SAMN09714949
,SAMN09714949
stress,SAMN09714948
,SAMN09714949
,SAMN09714949
,SAMN09714949
stress,SAMN09714948
stress,SAMN09714948
stress,SAMN09714948
stress,SAMN09714948
stress,SAMN09714957
stress,SAMN09714956
stress,SAMN09714956
stress,SAMN09714951
stress,SAMN09714951
stress,SAMN09714956
stress,SAMN09714950
stress,SAMN09714950
stress,SAMN09714950
stress,SAMN09714950
stress,SAMN09714951
stress,SAMN09714950
stress,SAMN09714951
stress,SAMN09714951
stress,SAMN09714957
stress,SAMN09714956
stress,SAMN09714957
stress,SAMN09714947
stress,SAMN09714947
stress,SAMN09714956
,SAMN09714851
,SAMN09714852
,SAMN09714853
,SAMN09714854
,SAMN09714855
stress,SAMN09714947
stress,SAMN09714947
stress,SAMN09714947
,SAMN03083677
,SAMN03083678
,SAMN03083679
,SAMN03083680
,SAMN03083681
,SAMN03083682
,SAMN03083683
,SAMN03083684
,SAMN03083685
,SAMN03083686
,SAMN03083687
,SAMN03083688
,SAMN03083689
,SAMN03083690
,SAMN03083691
,SAMN03083692
,SAMN03083693
,SAMN03083694
,SAMN03083695
,SAMN03083696
,SAMN03083697
,SAMN03083698
,SAMN03083699
,SAMN03083700
,SAMN09716342
,SAMN09716340
,SAMN09716339
,SAMN09716338
,SAMN09716337
,SAMN09716336
,SAMN09716335
,SAMN09716334
,SAMN09716333
,SAMN09716332
,SAMN09716331
,SAMN09716330
,SAMN09716391
,SAMN09716390
,SAMN09716388
,SAMN09716387
,SAMN09716386
,SAMN09716385
,SAMN09716384
,SAMN09716383
,SAMN09716382
,SAMN09716381
,SAMN09716380
,SAMN09716379
,SAMN09716378
,SAMN09716377
,SAMN09716311
,SAMN09716310
,SAMN09716307
,SAMN09716305
,SAMN09716304
,SAMN09716303
,SAMN09716302
,SAMN09716301
,SAMN09716300
,SAMN09716299
,SAMN09716360
,SAMN09716358
,SAMN09716357
,SAMN09716356
,SAMN09716355
,SAMN09716354
,SAMN09716353
,SAMN09716352
,SAMN09716351
,SAMN09716350
,SAMN09716349
,SAMN09716348
,SAMN09716347
,SAMN09716346
,SAMN09716344
,SAMN09716376
,SAMN09716375
,SAMN09716373
,SAMN09716372
,SAMN09716371
,SAMN09716369
,SAMN09716368
,SAMN09716366
,SAMN09716365
,SAMN09716364
,SAMN09716363
,SAMN09716419
,SAMN09716418
,SAMN09716416
,SAMN09716414
,SAMN09716411
,SAMN09716410
,SAMN09716409
,SAMN09716408
,SAMN09716407
,SAMN09716406
,SAMN09716405
,SAMN09716404
,SAMN09716403
,SAMN09716402
,SAMN09716401
,SAMN09716399
,SAMN09716398
,SAMN09716397
,SAMN09716396
,SAMN09716395
,SAMN09716393
,SAMN09716392
,SAMN09716435
,SAMN09716434
,SAMN09716432
,SAMN09716430
,SAMN09716429
,SAMN09716428
,SAMN09716425
,SAMN09716424
,SAMN09716423
,SAMN09716422
,SAMN09716421
,SAMN09716277
,SAMN09716420
,SAMN09716282
,SAMN09716281
,SAMN09716279
,SAMN09716278
,SAMN09716274
,SAMN09716272
,SAMN09716271
,SAMN09716329
,SAMN09716328
,SAMN09716327
,SAMN09716326
,SAMN09716323
,SAMN09716322
,SAMN09716321
,SAMN09716320
,SAMN09716319
,SAMN09716317
,SAMN09716316
,SAMN09716315
,SAMN09716314
,SAMN09716313
,SAMN09716312
,SAMN09716257
,SAMN09716256
,SAMN09716255
,SAMN09716253
,SAMN09716252
,SAMN09716251
,SAMN09716248
,SAMN09716247
,SAMN09716246
,SAMN09716245
,SAMN09716244
,SAMN09716298
,SAMN09716296
,SAMN09716295
,SAMN09716294
,SAMN09716293
,SAMN09716292
,SAMN09716289
,SAMN09716288
,SAMN09716286
,SAMN09716285
,SAMN09716226
,SAMN09716224
,SAMN09716284
,SAMN09716283
,SAMN09716228
,SAMN09716227
,SAMN09716223
,SAMN09716221
,SAMN09716220
,SAMN09716219
,SAMN09716218
,SAMN09716217
,SAMN09716216
,SAMN09716214
,SAMN09716213
,SAMN09716212
,SAMN09716270
,SAMN09716269
,SAMN09716268
,SAMN09716267
,SAMN09716266
,SAMN09716265
,SAMN09716264
,SAMN09716263
,SAMN09716262
,SAMN09716261
,SAMN09716260
,SAMN09716259
,SAMN09716258
,SAMN09716185
,SAMN09716184
,SAMN09716183
,SAMN09716182
,SAMN09716181
,SAMN09716180
,SAMN09716178
,SAMN09716177
,SAMN09716175
,SAMN09716174
,SAMN09716173
,SAMN09716172
,SAMN09716241
,SAMN09716240
,SAMN09716239
,SAMN09716238
,SAMN09716237
,SAMN09716236
,SAMN09716235
,SAMN09716234
,SAMN09716233
,SAMN09716232
,SAMN09716229
,SAMN09716141
,SAMN09716140
,SAMN09716139
,SAMN09716231
,SAMN09716138
,SAMN09716137
,SAMN09716211
,SAMN09716210
,SAMN09716207
,SAMN09716206
,SAMN09716204
,SAMN09716203
,SAMN09716202
,SAMN09716200
,SAMN09716199
,SAMN09716198
,SAMN09716197
,SAMN09716196
,SAMN09716194
,SAMN09716193
,SAMN09716192
,SAMN09716191
,SAMN09716190
,SAMN09716187
,SAMN09716135
,SAMN09716134
,SAMN09716133
,SAMN09716132
,SAMN09716131
,SAMN09716130
