biosample,estres,tejido
SAMN37004689,control,shoot
SAMN37004690,control,shoot
SAMN37004691,inoculated,shoot
SAMN37004692,inoculated,shoot
SAMN37004693,control,shoot
SAMN37004694,control,shoot
SAMN37004695,inoculated,shoot
SAMN37004696,inoculated,shoot
SAMN37004697,control,shoot
SAMN37004698,control,shoot
SAMN37004699,inoculated,shoot
SAMN37004700,inoculated,shoot
SAMN37004701,control,shoot
SAMN37004702,control,shoot
SAMN37004703,inoculated,shoot
SAMN37004704,inoculated,shoot
SAMN37004705,control,shoot
SAMN37004706,control,shoot
SAMN37004707,inoculated,shoot
SAMN37004708,inoculated,shoot
SAMN37004709,control,shoot
SAMN37004710,control,shoot
SAMN37004711,inoculated,shoot
SAMN37004712,inoculated,shoot
SAMN37004713,control,shoot
SAMN37004714,control,shoot
SAMN37004715,inoculated,shoot
SAMN37004716,inoculated,shoot
SAMN37004717,control,shoot
SAMN37004718,control,shoot
SAMN37004719,inoculated,shoot
SAMN37004720,inoculated,shoot
SAMN37004721,control,shoot
SAMN37004722,control,shoot
SAMN37004723,inoculated,shoot
SAMN37004724,inoculated,shoot
SAMN37004725,control,shoot
SAMN37004726,control,shoot
SAMN37004727,inoculated,shoot
SAMN37004728,inoculated,shoot
SAMN37004729,control,shoot
SAMN37004730,control,shoot
SAMN37004731,inoculated,shoot
SAMN37004732,inoculated,shoot
SAMN37004733,control,shoot
SAMN37004734,control,shoot
SAMN37004735,inoculated,shoot
SAMN37004736,inoculated,shoot
SAMN37004737,control,shoot
SAMN37004738,control,shoot
SAMN37004739,inoculated,shoot
SAMN37004740,inoculated,shoot
SAMN37004741,control,shoot
SAMN37004742,control,shoot
SAMN37004743,inoculated,shoot
SAMN37004744,inoculated,shoot
SAMN37004745,control,shoot
SAMN37004746,control,shoot
SAMN37223624,,root
SAMN37223625,,root
SAMN37223626,,root
SAMN37223627,,root
SAMN37223628,,root
SAMN37223629,,root
SAMN37223630,,root
SAMN37223631,,root
SAMN37223632,,root
SAMN37223633,,root
SAMN37223634,,root
SAMN37223635,,root
SAMN37224534,,leave
SAMN37224535,,leave
SAMN37224536,,leave
SAMN37224537,,leave
SAMN37224538,,leave
SAMN37224539,,leave
SAMN37224540,,leave
SAMN37224541,,leave
SAMN37224542,,leave
SAMN37224543,,leave
SAMN37224544,,leave
SAMN37224545,,leave
SAMN37224546,,leave
SAMN37224547,,leave
SAMN37224548,,leave
SAMN37224549,,leave
SAMN37224550,,leave
SAMN37224551,,leave
SAMN37265076,,seed
SAMN37328764,,leaf
SAMN37328765,,root
SAMN37328766,,stem
SAMN37328767,,leaf
SAMN37328768,,root
SAMN37328769,,stem
SAMN37328770,,leaf
SAMN37328771,,root
SAMN37328772,,stem
SAMN37328773,,leaf
SAMN37328774,,root
SAMN37328775,,stem
SAMN37383317,control,leave
SAMN37383414,control,leave
SAMN37383415,control,leave
SAMN37383423,,leave
SAMN37384251,,leave
SAMN37384290,,leave
SAMN37384300,,leave
SAMN37384307,,leave
SAMN37384310,,leave
SAMN37384317,,leave
SAMN37384354,,leave
SAMN37384607,control,leave
SAMN37387601,,leaf
SAMN37387602,,leaf
SAMN37387603,,leaf
SAMN37387604,,leaf
SAMN37387605,,leaf
SAMN37387606,,leaf
SAMN37387607,,leaf
SAMN37387608,,leaf
SAMN37387609,,leaf
SAMN37387610,,leaf
SAMN37387611,,leaf
SAMN37387612,,leaf
SAMN37387613,,leaf
SAMN37387614,,leaf
SAMN37387615,,leaf
SAMN37387616,,leaf
SAMN37387617,,leaf
SAMN37387618,,leaf
SAMN37387619,,leaf
SAMN37387620,,leaf
SAMN37387621,,leaf
SAMN37387622,,leaf
SAMN37387623,,leaf
SAMN37387624,,leaf
SAMN37387625,,leaf
SAMN37387626,,leaf
SAMN37387627,,leaf
SAMN37387628,,leaf
SAMN37387629,,leaf
SAMN37387630,,leaf
SAMN37420853,,leaf
SAMN37420863,,leaf
SAMN37420864,,leaf
SAMN37420865,,leaf
SAMN37422330,,leaf
SAMN37422331,,leaf
SAMN37422332,,leaf
SAMN37422361,,leaf
SAMN37542004,,root
SAMN37542005,,root
SAMN37543030,,root
SAMN37543031,,root
SAMN37543032,,root
SAMN37625508,,stem
SAMN37625509,,stem
SAMN37703816,,leaf
SAMN37703817,,leaf
SAMN37703818,,leaf
SAMN37703819,,leaf
SAMN37703820,,leaf
SAMN37703821,,leaf
SAMN37703822,,leaf
SAMN37703823,,leaf
SAMN37703824,,leaf
SAMN37703825,,leaf
SAMN37703826,,leaf
SAMN37703827,,leaf
SAMN37703828,,leaf
SAMN37703829,,leaf
SAMN37703830,,leaf
SAMN37703831,,leaf
SAMN37703832,,leaf
SAMN37703833,,leaf
SAMN37703834,,leaf
SAMN37703835,,leaf
SAMN37703836,,leaf
SAMN37703837,,leaf
SAMN37703838,,leaf
SAMN37703839,,leaf
SAMN37703840,,leaf
SAMN37703841,,leaf
SAMN37703842,,leaf
SAMN37703843,,leaf
SAMN37703844,,leaf
SAMN37703845,,leaf
SAMN37703846,,leaf
SAMN37703847,,leaf
SAMN37703848,,leaf
SAMN37703849,,leaf
SAMN37703850,,leaf
SAMN37703851,,leaf
SAMN37703852,,leaf
SAMN37703853,,leaf
SAMN37703854,,leaf
SAMN37703855,,leaf
SAMN37703856,,leaf
SAMN37703857,,leaf
SAMN37703858,,leaf
SAMN37703859,,leaf
SAMN37703860,,leaf
SAMN37703861,,leaf
SAMN37703862,,leaf
SAMN37703863,,leaf
SAMN37757654,control,leave
SAMN37757655,,leave
SAMN37757656,,leave
SAMN37757657,control,leave
SAMN37757658,,leave
SAMN37757659,,leave
SAMN37888449,,root
SAMN37888450,,root
SAMN37888451,,root
SAMN37888452,,root
SAMN37888453,,root
SAMN37888454,,root
SAMN37888455,,root
SAMN37888456,,root
SAMN37888457,,root
SAMN37888458,,root
SAMN37888459,,root
SAMN37888460,,root
SAMN37888461,,root
SAMN37888462,,root
SAMN37888463,,root
SAMN37888464,,root
SAMN37888465,,root
SAMN37888466,,root
SAMN37888467,,root
SAMN37888468,,root
SAMN37888469,,root
SAMN37888470,,root
SAMN37888471,,root
SAMN37888472,,root
SAMN37888473,,root
SAMN37888474,,root
SAMN37888475,,root
SAMN37888476,,root
SAMN37888477,,root
SAMN37888478,,root
SAMN37888479,,root
SAMN37888480,,root
SAMN37888481,,root
SAMN37888482,,root
SAMN37888483,,root
SAMN37888484,,root
SAMN37888485,,root
SAMN37888486,,root
SAMN37888487,,root
SAMN37888488,,root
SAMN37888489,,root
SAMN37888490,,root
SAMN37888491,,root
SAMN37888492,,root
SAMN37888493,,root
SAMN37888494,,root
SAMN37888495,,root
SAMN37888496,,root
SAMN37888497,,root
SAMN37888498,,root
SAMN37888499,,root
SAMN37888500,,root
SAMN37888501,,root
SAMN37888502,,root
SAMN37888503,,root
SAMN37888504,,root
SAMN37888505,,root
SAMN37888506,,root
SAMN37888507,,root
SAMN37888508,,root
SAMN37888509,,root
SAMN37888510,,root
SAMN37888511,,root
SAMN37888512,,root
SAMN37888513,,root
SAMN37888514,,root
SAMN37888515,,root
SAMN37888516,,root
SAMN37888517,,root
SAMN37888518,,root
SAMN37888519,,root
SAMN37888520,,root
SAMN37926505,,root
SAMN37926506,,root
SAMN37926507,,root
SAMN37926508,,root
SAMN37933743,,leaf
SAMN37946966,,seed
SAMN37946967,,seed
SAMN37946968,,seed
SAMN37946969,,seed
SAMN37946970,,seed
SAMN37946971,,seed
SAMN37946972,,seed
SAMN37946973,,seed
SAMN37946974,,seed
SAMN37946975,,seed
SAMN37946976,,seed
SAMN37946977,,seed
SAMN37961002,,root
SAMN37961003,,root
SAMN37961004,,root
SAMN37961005,,root
SAMN37961006,,root
SAMN37961007,,root
SAMN37961008,,root
SAMN37961009,,root
SAMN37961010,,root
SAMN37961011,,root
SAMN37961012,,root
SAMN37961013,,root
SAMN37961014,,root
SAMN37961015,,root
SAMN37961016,,root
SAMN37961017,,root
SAMN37961018,,root
SAMN37961019,,root
SAMN37961020,,root
SAMN37961021,,root
SAMN37961022,,root
SAMN37961023,,root
SAMN37961024,,root
SAMN37961025,,root
SAMN37961034,,root
SAMN37961037,,root
SAMN37961450,,leave
SAMN37965484,,leave
SAMN37973611,,leaf
SAMN38010829,,leave
SAMN38011237,,leave
SAMN38011462,,leave
SAMN38011463,,leave
SAMN38024265,,leaf
SAMN38024266,,leaf
SAMN38024267,,leaf
SAMN38024268,,leaf
SAMN38024269,,leaf
SAMN38024270,,leaf
SAMN38024271,,leaf
SAMN38024272,,leaf
SAMN38024273,,leaf
SAMN38024274,,leaf
SAMN38024275,,leaf
SAMN38024276,,leaf
SAMN38028149,,leaf
SAMN38032658,drought,root
SAMN38032659,drought,root
SAMN38032660,drought,root
SAMN38032661,drought,root
SAMN38032662,drought,root
SAMN38212215,,seed
SAMN38212216,,seed
SAMN38212218,,seed
SAMN38212219,,seed
SAMN38212220,,seed
SAMN38212221,,seed
SAMN38212222,,seed
SAMN38212224,,seed
SAMN38212225,,seed
SAMN38355132,inoculated,root
SAMN38355133,inoculated,root
SAMN38355134,inoculated,root
SAMN38355135,inoculated,root
SAMN38355136,inoculated,root
SAMN38355137,inoculated,root
SAMN38355138,inoculated,root
SAMN38355139,inoculated,root
SAMN38355140,inoculated,root
SAMN38355141,inoculated,root
SAMN38355142,inoculated,root
SAMN38355143,inoculated,root
SAMN38636096,,leave
SAMN38636097,,leave
SAMN38636098,,leave
SAMN38636099,,leave
SAMN38636100,,leave
SAMN38636101,,leave
SAMN38636102,,leave
SAMN38636103,,leave
SAMN38636104,,leave
SAMN38636105,,leave
SAMN38636106,,leave
SAMN38636107,,leave
SAMN38636108,,leave
SAMN38636109,,leave
SAMN38636110,,leave
SAMN38636111,,leave
SAMN38636112,,leave
SAMN38636113,,leave
SAMN38636114,,leave
SAMN38636115,,leave
SAMN38636116,,leave
SAMN38636117,,leave
SAMN38636118,,leave
SAMN38636119,,leave
SAMN38636120,,leave
SAMN38636121,,leave
SAMN38636122,,leave
SAMN38636123,,leave
SAMN38636124,,leave
SAMN38636125,,leave
SAMN38636126,,leave
SAMN38636127,,leave
SAMN38636128,,leave
SAMN38636129,,leave
SAMN38636130,,leave
SAMN38636131,,leave
SAMN38636132,,leave
SAMN38636133,,leave
SAMN38636134,,leave
SAMN38636135,,leave
SAMN38636136,,leave
SAMN38636137,,leave
SAMN38636138,,leave
SAMN38636139,,leave
SAMN38636140,,leave
SAMN38636141,,leave
SAMN38636142,,leave
SAMN38636143,,leave
SAMN38636144,,leave
SAMN38636145,,leave
SAMN38636146,,leave
SAMN38636147,,leave
SAMN38636148,,leave
SAMN38636149,,leave
SAMN38636150,,leave
SAMN38636151,,leave
SAMN38636152,,leave
SAMN38636153,,leave
SAMN38636154,,leave
SAMN38636155,,leave
SAMN38636156,,leave
SAMN38636157,,leave
SAMN38636158,,leave
SAMN38636159,,leave
SAMN38636160,,leave
SAMN38636161,,leave
SAMN38636162,,leave
SAMN38636163,,leave
SAMN38636164,,leave
SAMN38636165,,leave
SAMN38636166,,leave
SAMN38636167,,leave
SAMN38636168,,leave
SAMN38636169,,leave
SAMN38636170,,leave
SAMN38636171,,leave
SAMN38636172,,leave
SAMN38636173,,leave
SAMN38636174,,leave
SAMN38636175,,leave
SAMN38704663,,root
SAMN38704664,,root
SAMN38704665,,root
SAMN38704666,control,root
SAMN38704667,control,root
SAMN38848325,,leaf
SAMN38863272,,leaf
SAMN38912908,,leaf
SAMN38912909,,leaf
SAMN38912910,,leaf
SAMN38912911,,leaf
SAMN38912912,,leaf
SAMN38912913,,leaf
SAMN38912914,,leaf
SAMN38912915,,leaf
SAMN38912916,,leaf
SAMN38912917,,leaf
SAMN38912918,,leaf
SAMN38912919,,leaf
SAMN39060809,,root
SAMN39205265,,leaf
SAMN39205267,,leaf
SAMN39205269,,leaf
SAMN39205271,,leaf
SAMN39205273,,leaf
SAMN39205275,,leaf
SAMN39205277,,leaf
SAMN39205279,,leaf
SAMN39205281,,leaf
SAMN39205283,,leaf
SAMN39205285,,leaf
SAMN39205287,,leaf
SAMN39205289,,leaf
SAMN39205291,,leaf
SAMN39205293,,leaf
SAMN39205295,,leaf
SAMN39205297,,leaf
SAMN39205299,,leaf
SAMN39205301,,leaf
SAMN39205303,,leaf
SAMN39205305,,leaf
SAMN39205307,,leaf
SAMN39205309,,leaf
SAMN39205311,,leaf
SAMN39205313,,leaf
SAMN39205315,,leaf
SAMN39205317,,leaf
SAMN39205319,,leaf
SAMN39205321,,leaf
SAMN39205323,,leaf
SAMN39205325,,leaf
SAMN39205327,,leaf
SAMN39205329,,leaf
SAMN39205331,,leaf
SAMN39205333,,leaf
SAMN39205335,,leaf
SAMN39205337,,leaf
SAMN39205339,,leaf
SAMN39205341,,leaf
SAMN39205343,,leaf
SAMN39205345,,leaf
SAMN39205347,,leaf
SAMN39205349,,leaf
SAMN39205351,,leaf
SAMN39205353,,leaf
SAMN39205355,,leaf
SAMN39205357,,leaf
SAMN39205359,,leaf
SAMN39205361,,leaf
SAMN39205363,,leaf
SAMN39205365,,leaf
SAMN39205367,,leaf
SAMN39205369,,leaf
SAMN39205371,,leaf
SAMN39205373,,leaf
SAMN39205375,,leaf
SAMN39205377,,leaf
SAMN39205379,,leaf
SAMN39205381,,leaf
SAMN39205383,,leaf
SAMN39205385,,leaf
SAMN39205387,,leaf
SAMN39205389,,leaf
SAMN39205391,,leaf
SAMN39205393,,leaf
SAMN39205395,,leaf
SAMN39205397,,leaf
SAMN39205399,,leaf
SAMN39205401,,leaf
SAMN39205403,,leaf
SAMN39205405,,leaf
SAMN39205407,,leaf
SAMN39205409,,leaf
SAMN39205411,,leaf
SAMN39205413,,leaf
SAMN39205415,,leaf
SAMN39205417,,leaf
SAMN39205419,,leaf
SAMN39205421,,leaf
SAMN39205423,,leaf
SAMN39205425,,leaf
SAMN39205427,,leaf
SAMN39205429,,leaf
SAMN39205431,,leaf
SAMN39205433,,leaf
SAMN39205435,,leaf
SAMN39205437,,leaf
SAMN39205439,,leaf
SAMN39205441,,leaf
SAMN39205443,,leaf
SAMN39205445,,leaf
SAMN39205447,,leaf
SAMN39205449,,leaf
SAMN39205451,,leaf
SAMN39205453,,leaf
SAMN39205455,,leaf
SAMN39205457,,leaf
SAMN39205459,,leaf
SAMN39205461,,leaf
SAMN39205463,,leaf
SAMN39205465,,leaf
SAMN39205467,,leaf
SAMN39205468,,leaf
SAMN39205469,,leaf
SAMN39205471,,leaf
SAMN39205473,,leaf
SAMN39205475,,leaf
SAMN39205476,,leaf
SAMN39205477,,leaf
SAMN39205479,,leaf
SAMN39205481,,leaf
SAMN39205483,,leaf
SAMN39205485,,leaf
SAMN39205487,,leaf
SAMN39205489,,leaf
SAMN39205491,,leaf
SAMN39205493,,leaf
SAMN39205495,,leaf
SAMN39205497,,leaf
SAMN39205499,,leaf
SAMN39205501,,leaf
SAMN39205503,,leaf
SAMN39205505,,leaf
SAMN39205507,,leaf
SAMN39205509,,leaf
SAMN39205511,,leaf
SAMN39205513,,leaf
SAMN39205515,,leaf
SAMN39205517,,leaf
SAMN39205519,,leaf
SAMN39205521,,leaf
SAMN39205523,,leaf
SAMN39205525,,leaf
SAMN39205527,,leaf
SAMN39205529,,leaf
SAMN39205531,,leaf
SAMN39205533,,leaf
SAMN39205535,,leaf
SAMN39205537,,leaf
SAMN39205539,,leaf
SAMN39205541,,leaf
SAMN39205543,,leaf
SAMN39205545,,leaf
SAMN39205547,,leaf
SAMN39205549,,leaf
SAMN39205551,,leaf
SAMN39205553,,leaf
SAMN39205555,,leaf
SAMN39205557,,leaf
SAMN39205559,,leaf
SAMN39205561,,leaf
SAMN39205563,,leaf
SAMN39205565,,leaf
SAMN39205567,,leaf
SAMN39205569,,leaf
SAMN39205571,,leaf
SAMN39205573,,leaf
SAMN39205575,,leaf
SAMN39205577,,leaf
SAMN39205578,,leaf
SAMN39205579,,leaf
SAMN39205581,,leaf
SAMN39205583,,leaf
SAMN39205585,,leaf
SAMN39205587,,leaf
SAMN39205589,,leaf
SAMN39205591,,leaf
SAMN39205593,,leaf
SAMN39205595,,leaf
SAMN39205597,,leaf
SAMN39205599,,leaf
SAMN39205601,,leaf
SAMN39205603,,leaf
SAMN39309666,,leave
SAMN39309667,,leave
SAMN39309668,,leave
SAMN39309669,,leave
SAMN39309670,,leave
SAMN39309671,,leave
SAMN39309672,,leave
SAMN39309673,,leave
SAMN39309674,,leave
SAMN39309675,,leave
SAMN39309676,,leave
SAMN39309677,,leave
SAMN39309678,,leave
SAMN39309679,,leave
SAMN39309680,,leave
SAMN39309681,,leave
SAMN39309682,,leave
SAMN39309683,,leave
SAMN39309684,,leave
SAMN39309685,,leave
SAMN39309686,,leave
SAMN39309687,,leave
SAMN39309688,,leave
SAMN39309689,,leave
SAMN39334574,control,root
SAMN39334575,control,root
SAMN39334576,control,root
SAMN39334577,control,root
SAMN39334578,control,root
SAMN39334579,control,root
SAMN39334580,,root
SAMN39334581,,root
SAMN39334582,,root
SAMN39334583,,root
SAMN39334584,,root
SAMN39334585,,root
SAMN39615953,,embryo
SAMN39615954,,embryo
SAMN39615955,,embryo
SAMN39615956,,embryo
SAMN39615957,,embryo
SAMN39615958,,embryo
SAMN39615959,,embryo
SAMN39615960,,embryo
SAMN39615961,,embryo
SAMN39615962,,seed
SAMN39615963,,seed
SAMN39615964,,seed
SAMN39615965,,seed
SAMN39615966,,seed
SAMN39615967,,seed
SAMN39615968,,seed
SAMN39615969,,seed
SAMN39615970,,seed
SAMN39637150,,root
SAMN39637151,,root
SAMN39637152,,root
SAMN39637153,,root
SAMN39637154,,root
SAMN39637155,,root
SAMN39637156,,root
SAMN39637157,,root
SAMN39637158,,root
SAMN39637159,,root
SAMN39637160,,root
SAMN39637161,,root
SAMN39637162,,root
SAMN39637163,,root
SAMN39637164,,root
SAMN39637165,,root
SAMN39637166,,root
SAMN39637167,,root
SAMN39637168,,root
SAMN39637169,,root
SAMN39637170,,root
SAMN39637171,,root
SAMN39637172,,root
SAMN39637173,,root
SAMN39682033,,root
SAMN39682034,,root
SAMN39682035,,root
SAMN39682036,,root
SAMN39682037,,root
SAMN39682038,,root
SAMN39682039,,root
SAMN39682040,,root
SAMN39682041,,root
SAMN39682042,,root
SAMN39682043,,root
SAMN39682044,,root
SAMN39682045,,root
SAMN39682046,,root
SAMN39682047,,root
SAMN39682048,,root
SAMN39682049,,root
SAMN39682050,,root
SAMN39848635,,root
SAMN39848636,,root
SAMN39848637,,root
SAMN39848638,,root
SAMN39848639,,root
SAMN39848640,,root
SAMN39848641,,root
SAMN39848642,,root
SAMN39848643,,root
SAMN39848644,,root
SAMN39848645,,root
SAMN39848646,,root
SAMN39848647,,root
SAMN39848648,,root
SAMN39848649,,root
SAMN39848650,,root
SAMN39848651,,root
SAMN39848652,,root
SAMN39848653,,root
SAMN39848654,,root
SAMN39848655,,root
SAMN39848656,,root
SAMN39848657,,root
SAMN39848658,,root
SAMN39995218,,leaf
SAMN39995219,,leaf
SAMN39995220,,leaf
SAMN39995221,,leaf
SAMN39995222,,leaf
SAMN39995223,,leaf
SAMN39995224,,leaf
SAMN39995225,,leaf
SAMN39995226,,leaf
SAMN39995227,,leaf
SAMN39995228,,leaf
SAMN39995229,,leaf
SAMN39995230,,leaf
SAMN39995231,,leaf
SAMN39995232,,leaf
SAMN39995233,,leaf
SAMN39995234,,leaf
SAMN39995235,,leaf
SAMN40001321,,seed
SAMN40001322,,seed
SAMN40001323,,seed
SAMN40001324,,seed
SAMN40001325,,seed
SAMN40001326,,seed
SAMN40001327,,seed
SAMN40001328,,seed
SAMN40001329,,seed
SAMN40001330,,seed
SAMN40001331,,seed
SAMN40001332,,seed
SAMN40001333,,seed
SAMN40001334,,seed
SAMN40001335,,seed
SAMN40001336,,seed
SAMN40001337,,seed
SAMN40001338,,seed
SAMN40001339,,seed
SAMN40001340,,seed
SAMN40001341,,seed
SAMN40001342,,seed
SAMN40001343,,seed
SAMN40001344,,seed
SAMN40001345,,seed
SAMN40001346,,seed
SAMN40001347,,seed
SAMN40001348,,seed
SAMN40001349,,seed
SAMN40001350,,seed
SAMN40001351,,seed
SAMN40001352,,seed
SAMN40001353,,seed
SAMN40001354,,seed
SAMN40001355,,seed
SAMN40001356,,seed
SAMN40001357,,seed
SAMN40001358,,seed
SAMN40001359,,seed
SAMN40001360,,seed
SAMN40001361,,seed
SAMN40001362,,seed
SAMN40001363,,seed
SAMN40001364,,seed
SAMN40001365,,seed
SAMN40001366,,seed
SAMN40001367,,seed
SAMN40001368,,seed
SAMN40001369,,seed
SAMN40001370,,seed
SAMN40001371,,seed
SAMN40001372,,seed
SAMN40001373,,seed
SAMN40001374,,seed
SAMN40001375,,seed
SAMN40001376,,seed
SAMN40001377,,seed
SAMN40001378,,seed
SAMN40001379,,seed
SAMN40001380,,seed
SAMN40001381,,seed
SAMN40001382,,seed
SAMN40001383,,seed
SAMN40001384,,seed
SAMN40001385,,seed
SAMN40001386,,seed
SAMN40001387,,seed
SAMN40001388,,seed
SAMN40001389,,seed
SAMN40001390,,seed
SAMN40001391,,seed
SAMN40001392,,seed
SAMN40001393,,seed
SAMN40001394,,seed
SAMN40001395,,seed
SAMN40001396,,seed
SAMN40001397,,seed
SAMN40001398,,seed
SAMN40001399,,seed
SAMN40001400,,seed
SAMN40001401,,seed
SAMN40001402,,seed
SAMN40001403,,seed
SAMN40001404,,seed
SAMN40001405,,seed
SAMN40001406,,seed
SAMN40001407,,seed
SAMN40001408,,seed
SAMN40001409,,seed
SAMN40001410,,seed
SAMN40001411,,seed
SAMN40001412,,seed
SAMN40001413,,seed
SAMN40001414,,seed
SAMN40001415,,seed
SAMN40001416,,seed
SAMN40001417,,seed
SAMN40001418,,seed
SAMN40001419,,seed
SAMN40001420,,seed
SAMN40001421,,seed
SAMN40001422,,seed
SAMN40001423,,seed
SAMN40001424,,seed
SAMN40001425,,seed
SAMN40001426,,seed
SAMN40001427,,seed
SAMN40001428,,seed
SAMN40001429,,seed
SAMN40001430,,seed
SAMN40001431,,seed
SAMN40001432,,seed
SAMN40001433,,seed
SAMN40001434,,seed
SAMN40001435,,seed
SAMN40001436,,seed
SAMN40001437,,seed
SAMN40001438,,seed
SAMN40001439,,seed
SAMN40001440,,seed
SAMN40001441,,seed
SAMN40001442,,seed
SAMN40001443,,seed
SAMN40001444,,seed
SAMN40001445,,seed
SAMN40001446,,seed
SAMN40001447,,seed
SAMN40001448,,seed
SAMN40001449,,seed
SAMN40001450,,seed
SAMN40001451,,seed
SAMN40001452,,seed
SAMN40001453,,seed
SAMN40001454,,seed
SAMN40001455,,seed
SAMN40001456,,seed
SAMN40001457,,seed
SAMN40001458,,seed
SAMN40001459,,seed
SAMN40001460,,seed
SAMN40001461,,seed
SAMN40001462,,seed
SAMN40001463,,seed
SAMN40001464,,seed
SAMN40001465,,seed
SAMN40001466,,seed
SAMN40001467,,seed
SAMN40001468,,seed
SAMN40001469,,seed
SAMN40001470,,seed
SAMN40001471,,seed
SAMN40001472,,seed
SAMN40001473,,seed
SAMN40001474,,seed
SAMN40001475,,seed
SAMN40001476,,seed
SAMN40001477,,seed
SAMN40001478,,seed
SAMN40001479,,seed
SAMN40001480,,seed
SAMN40001481,,seed
SAMN40001482,,seed
SAMN40273813,control,seed
SAMN40273814,,seed
SAMN40273815,,seed
SAMN40550407,,root
SAMN40550408,,root
SAMN40550409,,root
SAMN40550410,,root
SAMN40550411,,root
SAMN40550412,,root
SAMN40550413,,root
SAMN40550414,,root
SAMN40550415,,root
SAMN40615248,,root
SAMN40615249,,root
SAMN40615250,,root
SAMN40615251,,root
SAMN40615252,,root
SAMN40615253,,root
SAMN40643011,,root
SAMN40643012,,root
SAMN40643013,,root
SAMN40643014,,root
SAMN40643015,,root
SAMN40643016,,root
SAMN40643017,,root
SAMN40643018,,root
SAMN40643019,,root
SAMN40643020,,root
SAMN40643021,,root
SAMN40643022,,root
SAMN40643023,,root
SAMN40643024,,root
SAMN40643025,,root
SAMN40643026,,root
SAMN40643027,,root
SAMN40643028,,root
SAMN40643029,,root
SAMN40643030,,root
SAMN40643031,,root
SAMN40643032,,root
SAMN40643033,,root
SAMN40643034,,root
SAMN40643035,,root
SAMN40643036,,root
SAMN40643037,,root
SAMN40643038,,root
SAMN40643039,,root
SAMN40643040,,root
SAMN40703422,,seed
SAMN40703423,,seed
SAMN40703424,,seed
SAMN40703425,,seed
SAMN40703426,,seed
SAMN40703427,,seed
SAMN40703428,,seed
SAMN40703429,,seed
SAMN40703430,,seed
SAMN40703431,,seed
SAMN40703432,,seed
SAMN40703433,,seed
SAMN40703434,,seed
SAMN40703435,,seed
SAMN40703436,,seed
SAMN40703437,,seed
SAMN40703438,,seed
SAMN40703439,,seed
SAMN40876397,control,root
SAMN40876398,control,root
SAMN40876399,control,root
SAMN40876400,stress,root
SAMN40876401,stress,root
SAMN40876402,stress,root
SAMN41027806,,seed
SAMN41027807,,seed
SAMN41027808,,seed
SAMN41027809,,pod
SAMN41027810,,pod
SAMN41027811,,pod
SAMN41027812,,pod
SAMN41027813,,pod
SAMN41027814,,pod
SAMN41027815,,seed
SAMN41027816,,seed
SAMN41027817,,seed
SAMN41027818,,pod
SAMN41027819,,pod
SAMN41027820,,pod
SAMN41027821,,pod
SAMN41027822,,pod
SAMN41027823,,pod
SAMN41088851,,root
SAMN41088852,,root
SAMN41088853,,root
SAMN41088854,,root
SAMN41088855,,root
SAMN41088856,,root
SAMN41088857,,root
SAMN41088858,,root
SAMN41088859,,root
SAMN41430302,,seed
SAMN41430303,,seed
SAMN41430304,,seed
SAMN41430305,,seed
SAMN41430306,,seed
SAMN41430307,,seed
SAMN41430308,,seed
SAMN41430309,,seed
SAMN41430310,,seed
SAMN41430311,,seed
SAMN41430312,,seed
SAMN41430313,,seed
SAMN41430314,,seed
SAMN41430315,,seed
SAMN41430316,,seed
SAMN41430317,,seed
SAMN41430318,,seed
SAMN41430319,,seed
SAMN41430320,,seed
SAMN41430321,,seed
SAMN41430322,,seed
SAMN41430323,,seed
SAMN41430324,,seed
SAMN41430325,,seed
SAMN41553738,,root
SAMN41553739,,stem
SAMN41553740,,leaf
SAMN41553742,,pod
SAMN41704972,,leaf
SAMN41704973,,leaf
SAMN41704974,,leaf
SAMN41704975,,leaf
SAMN41704976,,leaf
SAMN41704977,,leaf
SAMN41725132,,seed
SAMN41725133,,seed
SAMN41725134,,seed
SAMN41725135,,seed
SAMN41725136,,seed
SAMN41725137,,seed
